Gene	SNPs	Traits	Tissues	Interactions	Mapped
TUT1	rs968567	glycerophospholipid_measurement__blood_metabolite_measurement	Colon_Sigmoid	cis	False
WDR60	rs2730245, rs262147	body_height, hippocampal_volume	Thyroid, Testis, Skin_Not_Sun_Exposed_Suprapubic, Cells_Transformed_fibroblasts	cis	False
WDR66	rs493519, rs7961894, rs830124, rs4298948, rs7314056	blood_metabolite_measurement, mean_platelet_volume, metabolite_measurement, physical_activity, platelet_count, urinary_metabolite_measurement	Testis, Artery_Tibial, Nerve_Tibial, Colon_Sigmoid, Cells_Transformed_fibroblasts, Esophagus_Mucosa, Skin_Sun_Exposed_Lower_leg, Adipose_Subcutaneous	cis	False
WDR65	rs1210898	schizophrenia	Adrenal_Gland	cis	False
C1orf220	rs4650994	high_density_lipoprotein_cholesterol_measurement	Brain_Cerebellar_Hemisphere	cis	True
CTD-2619J13.14	rs4802307	Crohn's_disease, inflammatory_bowel_disease	Pancreas	trans	False
HOXD9	rs2592394	magnesium_measurement	Testis, Cells_Transformed_fibroblasts, Skin_Not_Sun_Exposed_Suprapubic, Adipose_Subcutaneous, Skin_Sun_Exposed_Lower_leg	cis	False
C1orf226	rs4657175, rs3934467, rs2880058, rs12143842, rs12029454, rs1415259	QT_interval, electrocardiography__QT_interval	Artery_Tibial, Heart_Left_Ventricle, Skin_Sun_Exposed_Lower_leg, Esophagus_Muscularis, Esophagus_Mucosa	cis	False
PRMT2	rs2839186	Testicular_Germ_Cell_Tumor, testicular_carcinoma	Whole_Blood	cis	False
SLC25A1	rs712964	coronary_artery_calcification	Thyroid, Testis, Small_Intestine_Terminal_Ileum, Brain_Frontal_Cortex_BA9, Skin_Not_Sun_Exposed_Suprapubic, Whole_Blood, Ovary, Adrenal_Gland, Heart_Atrial_Appendage, Stomach, Brain_Caudate_basal_ganglia, Artery_Tibial, Colon_Transverse, Brain_Cerebellum, Esophagus_Muscularis, Nerve_Tibial, Prostate, Pancreas, Adipose_Subcutaneous, Spleen, Colon_Sigmoid, Brain_Anterior_cingulate_cortex_BA24, Muscle_Skeletal, Brain_Cortex, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Uterus, Esophagus_Gastroesophageal_Junction, Cells_EBV-transformed_lymphocytes, Brain_Cerebellar_Hemisphere, Esophagus_Mucosa, Artery_Aorta, Lung, Skin_Sun_Exposed_Lower_leg	cis	False
PRMT6	rs4118325, rs17496332	AIDS, sex_hormone_globulin_binding_measurement	Muscle_Skeletal, Thyroid, Small_Intestine_Terminal_Ileum, Skin_Not_Sun_Exposed_Suprapubic, Whole_Blood, Adrenal_Gland, Stomach, Artery_Tibial, Colon_Transverse, Esophagus_Muscularis, Liver, Nerve_Tibial, Adipose_Subcutaneous, Heart_Left_Ventricle, Adipose_Visceral_Omentum, Esophagus_Mucosa, Lung, Skin_Sun_Exposed_Lower_leg	cis	False
PRMT7	rs7197653, rs8056893, rs2863979, rs2307022, rs255052, rs255049, rs8060686, rs2271293, rs12449157, rs6499165, rs12149608	magnesium_measurement, blood_metabolite_measurement, body_mass_index, high_density_lipoprotein_cholesterol_measurement, metabolic_syndrome, metabolite_measurement, ulcerative_colitis	Thyroid, Nerve_Tibial, Brain_Frontal_Cortex_BA9, Whole_Blood, Adrenal_Gland, Heart_Atrial_Appendage, Artery_Tibial, Esophagus_Muscularis, Liver, Muscle_Skeletal, Adipose_Subcutaneous, Esophagus_Gastroesophageal_Junction, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Esophagus_Mucosa, Artery_Aorta, Lung, Skin_Sun_Exposed_Lower_leg, Colon_Transverse, Spleen, Colon_Sigmoid, Brain_Cortex, Artery_Coronary, Brain_Nucleus_accumbens_basal_ganglia, Skin_Not_Sun_Exposed_Suprapubic, Stomach, Brain_Cerebellum, Breast_Mammary_Tissue, Adipose_Visceral_Omentum, Pancreas	cis	False
R3HDM2	rs11613352, rs61352607, rs1106766, rs3741414, rs11172134	high_density_lipoprotein_cholesterol_measurement, triglyceride_measurement, urate_measurement, urate_measurement__overweight_body_mass_index_status	Cells_Transformed_fibroblasts	cis	False
HOXD3	rs2072590	Malignant_epithelial_tumor_of_ovary, ovarian_carcinoma	Ovary	cis	False
TMEM176A	rs1005390, rs17173637	blood_metabolite_measurement, high_density_lipoprotein_cholesterol_measurement	Thyroid, Pancreas, Heart_Left_Ventricle, Heart_Atrial_Appendage	cis	False
TMEM176B	rs1005390, rs17173637	blood_metabolite_measurement, high_density_lipoprotein_cholesterol_measurement	Thyroid, Nerve_Tibial, Pancreas, Adipose_Subcutaneous, Skin_Sun_Exposed_Lower_leg, Heart_Atrial_Appendage, Heart_Left_Ventricle	cis	False
ORMDL3	rs9303280, rs3894194, rs2305480, rs907092, rs2872507, rs4795397, rs3859192, rs17609240, rs8078723, rs2302777, rs8069176, rs12450323, rs7212938, rs2290400	allergy, asthma, biliary_liver_cirrhosis, Crohn's_disease, childhood_onset_asthma, inflammatory_bowel_disease, leukocyte_count, multiple_myeloma, neutrophil_count, nitric_oxide_exhalation_measurement, rheumatoid_arthritis, seasonal_allergic_rhinitis__asthma, type_I_diabetes_mellitus, type_I_diabetes_mellitus__autoantibody_measurement, ulcerative_colitis	Whole_Blood, Spleen, Cells_Transformed_fibroblasts, Cells_EBV-transformed_lymphocytes, Lung, Skin_Sun_Exposed_Lower_leg, Breast_Mammary_Tissue, Adipose_Subcutaneous, Adipose_Visceral_Omentum, Esophagus_Mucosa	cis	False
ORMDL1	rs62184315, rs5742933	age_at_onset__alcohol_dependence, ferritin_measurement	Testis, Skin_Not_Sun_Exposed_Suprapubic, Artery_Tibial, Esophagus_Muscularis, Muscle_Skeletal, Esophagus_Mucosa, Skin_Sun_Exposed_Lower_leg, Thyroid, Whole_Blood, Pituitary, Stomach, Nerve_Tibial, Pancreas, Adipose_Subcutaneous, Heart_Left_Ventricle, Adipose_Visceral_Omentum, Brain_Nucleus_accumbens_basal_ganglia, Brain_Cerebellar_Hemisphere, Artery_Aorta, Lung	cis	False
KIF5B	rs1775715, rs1251350	bipolar_disorder, schizophrenia	Testis, Muscle_Skeletal	cis	False
RP11-18I14.10	rs2274351, rs3740415	inflammatory_bowel_disease, ulcerative_colitis	Thyroid, Muscle_Skeletal	cis	False
MASP1	rs16892766	colorectal_cancer	Brain_Cortex	trans	False
GLT1D1	rs10744391, rs1385374	renal_sinus_adipose_tissue_measurement, systemic_lupus_erythematosus	Brain_Cerebellum, Muscle_Skeletal, Thyroid, Artery_Aorta	cis	False
PMS2CL	rs116139393	Alzheimers_disease	Thyroid, Testis, Esophagus_Muscularis, Nerve_Tibial, Adipose_Subcutaneous, Cells_Transformed_fibroblasts, Esophagus_Gastroesophageal_Junction, Esophagus_Mucosa, Artery_Aorta, Lung	cis	False
ACADS	rs2066938, rs2251468, rs1169288, rs2014355, rs2244608, rs3916, rs12815613	blood_metabolite_measurement, homocysteine_measurement, low_density_lipoprotein_cholesterol_measurement, metabolite_measurement, serum_alpha-1-antitrypsin_measurement, serum_gamma-glutamyl_transferase_measurement, total_cholesterol_measurement, urate_measurement, urinary_metabolite_measurement, very_long-chain_saturated_fatty_acid_measurement	Thyroid, Testis, Artery_Tibial, Brain_Cerebellum, Muscle_Skeletal, Brain_Cortex, Cells_Transformed_fibroblasts, Brain_Cerebellar_Hemisphere	cis	False
CREBL2	rs12822507	systemic_lupus_erythematosus	Esophagus_Muscularis, Artery_Aorta	cis	True
HSPG2	rs1780324, rs10799701	alkaline_phosphatase_measurement__liver_enzyme_measurement, metabolite_measurement	Esophagus_Mucosa	cis	False
KAT2B	rs6767049, rs9874923	behavior_or_behavioral_disorder_measurement__personality_trait__bipolar_disorder, mean_arterial_pressure__alcohol_drinking	Thyroid, Nerve_Tibial	cis	True
LARGE	rs2814707, rs11154801, rs2273359	amyotrophic_lateral_sclerosis, multiple_sclerosis, response_to_diruetic	Pituitary, Whole_Blood, Thyroid	trans	False
AP001469.9	rs2839186	Testicular_Germ_Cell_Tumor, testicular_carcinoma	Thyroid, Skin_Not_Sun_Exposed_Suprapubic, Whole_Blood, Artery_Tibial, Esophagus_Muscularis, Colon_Sigmoid, Esophagus_Mucosa	cis	False
ALDH2	rs653178, rs10774625, rs11066301, rs6490294, rs17696736, rs2238151	Crohn's_disease, celiac_disease, cystatin_C_measurement__chronic_kidney_disease, diastolic_blood_pressure, eye_measurement, immune_system_disease, inflammatory_bowel_disease, mean_arterial_pressure, peripheral_arterial_disease, platelet_count, stroke, thyroid_peroxidase_antibody_measurement, type_I_diabetes_mellitus, urate_measurement	Skin_Sun_Exposed_Lower_leg, Thyroid, Skin_Not_Sun_Exposed_Suprapubic, Heart_Atrial_Appendage, Stomach, Artery_Tibial, Nerve_Tibial, Brain_Cortex, Heart_Left_Ventricle, Esophagus_Mucosa, Artery_Aorta	cis	False
IFNGR2	rs2834215, rs2284553, rs2268241, rs57996174	Crohn's_disease, inflammatory_bowel_disease, insulin_sensitivity_measurement, psoriasis	Muscle_Skeletal, Testis, Pancreas, Whole_Blood	cis	False
SEC16A	rs10781500, rs10781499, rs13300218, rs4077515, rs3812570, rs11787792	ankylosing_spondylitis, Crohn's_disease, IGA_glomerulonephritis, disposition_index_measurement__glucose_homeostasis_measurement, inflammatory_bowel_disease, type_II_diabetes_mellitus, ulcerative_colitis	Whole_Blood, Stomach, Pancreas, Liver	cis	False
TDRD10	rs61812598, rs4129267, rs2229238, rs2228145	Alzheimers_disease__interleukin-6_measurement__Alzheimer's_disease_biomarker_measurement, asthma, C-reactive_protein_measurement, coronary_heart_disease, fibrinogen_measurement, interleukin-6_receptor_measurement, pulmonary_function_measurement, rheumatoid_arthritis	Adipose_Visceral_Omentum, Thyroid, Testis, Breast_Mammary_Tissue, Adrenal_Gland, Heart_Atrial_Appendage, Colon_Transverse, Esophagus_Muscularis, Liver, Muscle_Skeletal, Nerve_Tibial, Spleen, Heart_Left_Ventricle, Artery_Coronary, Esophagus_Mucosa, Artery_Aorta, Lung	cis	False
ACADM	rs7552404, rs1144333, rs4949874, rs11161521, rs211718	acylcarnitine_measurement__blood_metabolite_measurement, attention_deficit_hyperactivity_disorder__attention_function_measurement, blood_metabolite_measurement, metabolite_measurement	Thyroid, Testis, Skin_Not_Sun_Exposed_Suprapubic, Whole_Blood, Adrenal_Gland, Heart_Atrial_Appendage, Stomach, Colon_Transverse, Brain_Cerebellum, Esophagus_Muscularis, Muscle_Skeletal, Colon_Sigmoid, Esophagus_Gastroesophageal_Junction, Heart_Left_Ventricle, Cells_EBV-transformed_lymphocytes, Brain_Cerebellar_Hemisphere, Lung, Skin_Sun_Exposed_Lower_leg	cis	False
CD207	rs7501939	Testicular_Germ_Cell_Tumor	Nerve_Tibial	trans	False
USP49	rs3218097, rs9349205, rs9349204	erythrocyte_count, hemoglobin_measurement__mean_corpuscular_hemoglobin, mean_corpuscular_hemoglobin, mean_corpuscular_volume	Lung	cis	False
USP45	rs9321659, rs62432346, rs17059400	age_at_menarche, HIV-1_infection__response_to_efavirenz__virologic_response_measurement, HIV-1_infection__virologic_response_measurement__response_to_abacavir, illegal_drug_consumption	Thyroid, Whole_Blood, Brain_Nucleus_accumbens_basal_ganglia	cis	False
USP47	rs1472189, rs6065904	dihydroxy_docosatrienoic_acid_measurement, lipid_measurement	Esophagus_Mucosa, Uterus	both	False
USP40	rs1550532, rs3755319, rs838705	bilirubin_measurement, HIV-1_infection__bilirubin_measurement, calcium_measurement	Skin_Not_Sun_Exposed_Suprapubic, Cells_Transformed_fibroblasts, Pancreas, Testis	cis	False
XDH	rs559555, rs761926	blood_metabolite_measurement, urinary_metabolite_measurement	Thyroid	cis	True
AC006160.5	rs1008375	parasitemia_measurement__Trypanosoma_cruzi_seropositivity	Adipose_Subcutaneous	cis	False
AC130469.2	rs4072910	body_height	Adipose_Subcutaneous	cis	False
SMAP1	rs729761	urate_measurement	Ovary	trans	False
KCNK10	rs17772222, rs8006385	coronary_artery_calcification, platelet_count	Pancreas, Brain_Cerebellar_Hemisphere	both	False
SCRN2	rs4794202, rs2084881	Alzheimers_disease, ovarian_carcinoma	Thyroid, Testis, Small_Intestine_Terminal_Ileum, Skin_Not_Sun_Exposed_Suprapubic, Vagina, Whole_Blood, Breast_Mammary_Tissue, Adipose_Subcutaneous, Adrenal_Gland, Stomach, Artery_Tibial, Colon_Transverse, Brain_Cerebellum, Esophagus_Muscularis, Muscle_Skeletal, Prostate, Pancreas, Nerve_Tibial, Spleen, Colon_Sigmoid, Esophagus_Gastroesophageal_Junction, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Cells_EBV-transformed_lymphocytes, Artery_Coronary, Adipose_Visceral_Omentum, Brain_Nucleus_accumbens_basal_ganglia, Brain_Cerebellar_Hemisphere, Esophagus_Mucosa, Artery_Aorta, Lung, Skin_Sun_Exposed_Lower_leg	cis	False
GGTA1P	rs11879191	Crohn's_disease, inflammatory_bowel_disease	Skin_Sun_Exposed_Lower_leg	trans	False
KY	rs10935120	body_height	Brain_Cerebellum, Nerve_Tibial	cis	False
ATOX1	rs1062177	Child_Behaviour_Checklist_assessment	Whole_Blood, Muscle_Skeletal	cis	False
ACAD8	rs478881, rs1031381, rs11223731	fasting_blood_insulin_measurement, neuropsychological_test, word_list_delayed_recall_measurement__memory_performance	Cells_EBV-transformed_lymphocytes, Whole_Blood, Lung	cis	False
ACAD9	rs2933343	serum_IgG_glycosylation_measurement	Thyroid, Artery_Tibial, Pancreas	cis	False
UEVLD	rs10128711	total_cholesterol_measurement	Whole_Blood	cis	False
CYP2E1	rs2249694, rs10857712, rs1536827	body_height, rheumatoid_arthritis, visceral:subcutaneous_adipose_tissue_ratio	Skin_Not_Sun_Exposed_Suprapubic, Brain_Anterior_cingulate_cortex_BA24, Brain_Cortex, Esophagus_Mucosa, Brain_Putamen_basal_ganglia, Skin_Sun_Exposed_Lower_leg, Thyroid, Pituitary, Adipose_Visceral_Omentum, Lung	cis	False
VAT1L	rs435746	mental_or_behavioural_disorder	Artery_Aorta, Artery_Tibial	cis	True
AC012668.2	rs1509569	urinary_metabolite_measurement	Cells_Transformed_fibroblasts	trans	False
ADAMTS13	rs3118667, rs4820268	ADAMTS13_activity_measurement, iron_biomarker_measurement, mean_corpuscular_hemoglobin, mean_corpuscular_hemoglobin_concentration, mean_corpuscular_volume, serum_iron_measurement	Thyroid, Breast_Mammary_Tissue, Pituitary, Adipose_Subcutaneous, Esophagus_Muscularis, Pancreas, Colon_Sigmoid, Muscle_Skeletal, Cells_Transformed_fibroblasts, Esophagus_Mucosa, Lung, Prostate	both	False
PLCE1	rs17497526, rs7072574, rs12901682	Parkinson's_disease, optic_disc_size_measurement, rheumatoid_arthritis__response_to_drug	Testis, Lung, Muscle_Skeletal	both	False
ADAMTS14	rs17600642, rs2441727, rs10999409	bipolar_disorder, interstitial_lung_disease, obesity	Skin_Not_Sun_Exposed_Suprapubic, Esophagus_Mucosa, Skin_Sun_Exposed_Lower_leg, Brain_Cortex	both	False
ADAMTS17	rs2573652, rs2573625, rs607541	body_height, IGFBP-3_measurement	Testis, Artery_Tibial, Artery_Aorta	both	False
ADAMTS18	rs12935229	response_to_antineoplastic_agent__response_to_antimicrotubule_agent	Brain_Cerebellar_Hemisphere	cis	True
AC145123.2	rs11785400	schizophrenia	Testis, Brain_Frontal_Cortex_BA9, Brain_Cortex	cis	False
DEF6	rs6919534	body_height	Whole_Blood	cis	False
DHX57	rs3099950, rs6544311	amyotrophic_lateral_sclerosis, QT_interval	Muscle_Skeletal, Cells_Transformed_fibroblasts, Lung, Pancreas	both	False
DEF8	rs9926296, rs2228479, rs1805005, rs1805008, rs11648785	Vitiligo, skin_pigmentation, suntan	Thyroid, Skin_Not_Sun_Exposed_Suprapubic, Artery_Tibial, Skin_Sun_Exposed_Lower_leg, Adipose_Subcutaneous, Cells_Transformed_fibroblasts	cis	False
ZNF285B	rs644148	personality_trait	Testis	cis	True
RP11-111M22.2	rs11236809, rs61894547	atopic_eczema, eosinophilic_esophagitis	Thyroid	cis	False
TMEM206	rs6540731	intelligence	Esophagus_Mucosa	cis	False
SLC6A13	rs7969761, rs11613331, rs10774021, rs1048466	blood_metabolite_measurement, chronic_kidney_disease__serum_creatinine_measurement, obesity	Thyroid, Heart_Atrial_Appendage, Heart_Left_Ventricle	cis	False
SLC6A12	rs499368	blood_metabolite_measurement, insulin_sensitivity_measurement	Stomach, Colon_Transverse, Pancreas	cis	True
SLC6A11	rs2304725	pulmonary_function_measurement__forced_expiratory_volume__asthma	Testis	cis	True
KIAA1324	rs61797053	airway_imaging_measurement	Whole_Blood	cis	True
KLF12	rs1324913, rs728926, rs1886512, rs12865097, rs12877581, rs11207995	age_at_menarche, QT_interval, heart_function_measurement, longitudinal_BMI_measurement, schizophrenia, total_cholesterol_measurement	Artery_Aorta, Esophagus_Muscularis, Heart_Left_Ventricle, Artery_Coronary, Vagina, Prostate	both	False
GALC	rs8005161, rs55808324, rs2236267, rs1372356	Crohn's_disease, inflammatory_bowel_disease, serum_IgG_measurement__response_to_dietary_antigen, ulcerative_colitis	Artery_Tibial, Esophagus_Muscularis, Adipose_Subcutaneous, Skin_Sun_Exposed_Lower_leg, Muscle_Skeletal, Cells_Transformed_fibroblasts	cis	False
RP11-551G24.2	rs4925540	response_to_antineoplastic_agent	Skin_Sun_Exposed_Lower_leg	cis	False
GALM	rs963731, rs6741892	Corticobasal_degeneration, brain_serotonin_transporter_measurement	Thyroid, Brain_Frontal_Cortex_BA9, Cells_Transformed_fibroblasts	cis	True
RPRD1A	rs2276314	torsades_de_pointes__response_to_drug	Pancreas, Cells_Transformed_fibroblasts, Skin_Sun_Exposed_Lower_leg	cis	False
RP11-776H12.1	rs472913	bipolar_disorder	Skin_Sun_Exposed_Lower_leg	cis	False
RPSA	rs864643	attention_deficit_hyperactivity_disorder	Testis	cis	False
TAPBP	rs210142, rs9461856	chronic_lymphocytic_leukemia, schizophrenia	Artery_Tibial, Adipose_Subcutaneous, Artery_Aorta, Skin_Sun_Exposed_Lower_leg, Thyroid, Artery_Coronary	cis	False
ADRB1	rs1801253	birth_weight	Testis	cis	True
RP11-1379J22.2	rs6894268	mental_or_behavioural_disorder	Muscle_Skeletal	cis	False
RP11-797A18.3	rs7119	type_II_diabetes_mellitus	Whole_Blood	cis	False
MCM3AP	rs2839186, rs112591243	Testicular_Germ_Cell_Tumor, smoking_behavior__3-hydroxy-1-methylpropylmercapturic_acid_measurement, testicular_carcinoma	Thyroid, Testis, Skin_Not_Sun_Exposed_Suprapubic, Whole_Blood, Breast_Mammary_Tissue, Pituitary, Heart_Atrial_Appendage, Stomach, Artery_Tibial, Esophagus_Muscularis, Nerve_Tibial, Pancreas, Adipose_Subcutaneous, Spleen, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Cells_EBV-transformed_lymphocytes, Esophagus_Mucosa, Artery_Aorta, Lung, Skin_Sun_Exposed_Lower_leg	cis	True
ALDH1A1	rs10759944	thyroid_stimulating_hormone_measurement	Esophagus_Gastroesophageal_Junction	trans	False
ALDH1A2	rs17695092, rs2652834, rs3204689, rs1601935	Crohn's_disease, high_density_lipoprotein_cholesterol_measurement, osteoarthritis, total_cholesterol_measurement	Brain_Hypothalamus, Heart_Left_Ventricle, Artery_Tibial, Liver	both	False
PRICKLE1	rs102275	Crohn's_disease, cis-trans-18:2_fatty_acid_measurement__trans_fatty_acid_measurement, coronary_artery_calcification, glycerophospholipid_measurement__blood_metabolite_measurement, high_density_lipoprotein_cholesterol_measurement__metabolic_syndrome, omega-6_polyunsaturated_fatty_acid_measurement, phospholipid_measurement	Stomach	trans	False
PRICKLE2	rs1035275	serum_IgG_glycosylation_measurement	Skin_Not_Sun_Exposed_Suprapubic	cis	True
PRICKLE4	rs3218097, rs9349205, rs11970772, rs11968166	erythrocyte_count, hemoglobin_measurement__mean_corpuscular_hemoglobin, mean_corpuscular_hemoglobin, mean_corpuscular_volume, neutrophil_count	Skin_Not_Sun_Exposed_Suprapubic, Breast_Mammary_Tissue, Adipose_Subcutaneous, Adrenal_Gland, Heart_Atrial_Appendage, Artery_Tibial, Esophagus_Muscularis, Nerve_Tibial, Muscle_Skeletal, Esophagus_Gastroesophageal_Junction, Cells_Transformed_fibroblasts, Adipose_Visceral_Omentum, Artery_Aorta, Lung, Skin_Sun_Exposed_Lower_leg, Colon_Sigmoid, Ovary	cis	False
RPL28	rs1126757	response_to_antidepressant	Whole_Blood, Adipose_Subcutaneous, Skin_Sun_Exposed_Lower_leg	cis	False
CCNJL	rs1172130	mean_platelet_volume	Esophagus_Muscularis	trans	False
PCYOX1	rs6708331	waist_circumference	Artery_Tibial, Esophagus_Muscularis	cis	False
ATG7	rs1768208, rs2606736, rs7635838	Corticobasal_degeneration, high_density_lipoprotein_cholesterol_measurement	Cells_Transformed_fibroblasts, Adipose_Subcutaneous, Muscle_Skeletal, Adipose_Visceral_Omentum	both	True
SPINK9	rs10043775	periodontitis	Brain_Frontal_Cortex_BA9	cis	False
EYA4	rs4656784	serum_IgE_measurement	Breast_Mammary_Tissue	trans	False
SPINK4	rs830407	mental_or_behavioural_disorder	Colon_Transverse	cis	False
EYA1	rs13263568, rs12679556	migraine_disorder, waist-hip_ratio__body_mass_index	Adipose_Subcutaneous	cis	False
EYA3	rs2294008	duodenal_ulcer, gastric_adenocarcinoma, gastric_carcinoma	Esophagus_Muscularis	trans	False
EYA2	rs6090583	waist-hip_ratio__body_mass_index	Artery_Aorta, Lung	cis	True
HPX	rs2555155	DNA_methylation	Skin_Sun_Exposed_Lower_leg	cis	False
CALHM2	rs7894407	white_matter_hyperintensity_measurement	Cells_Transformed_fibroblasts, Adipose_Subcutaneous	cis	False
HPR	rs7186908, rs2000999, rs11648003	alkaline_phosphatase_measurement, haptoglobin_measurement, low_density_lipoprotein_cholesterol_measurement, total_cholesterol_measurement	Whole_Blood, Nerve_Tibial, Heart_Left_Ventricle, Brain_Frontal_Cortex_BA9, Heart_Atrial_Appendage, Brain_Caudate_basal_ganglia, Brain_Cerebellum, Brain_Anterior_cingulate_cortex_BA24, Brain_Hypothalamus, Brain_Cortex, Brain_Nucleus_accumbens_basal_ganglia, Brain_Cerebellar_Hemisphere, Brain_Putamen_basal_ganglia, Brain_Hippocampus	cis	False
PIEZO1	rs12602901, rs837763, rs10445033	blood_metabolite_measurement, hemoglobin_measurement__mean_corpuscular_hemoglobin, mean_corpuscular_hemoglobin_concentration	Pituitary, Cells_Transformed_fibroblasts	both	True
HLA-DQB1-AS1	rs2854275	antibody_measurement__Epstein-Barr_virus_infection	Muscle_Skeletal, Esophagus_Mucosa	cis	False
TPPP	rs4957048	ulcerative_colitis	Whole_Blood	cis	False
FAM26F	rs2858829	ulcerative_colitis	Testis, Whole_Blood, Adipose_Subcutaneous, Esophagus_Muscularis, Brain_Hippocampus, Cells_Transformed_fibroblasts, Esophagus_Gastroesophageal_Junction, Cells_EBV-transformed_lymphocytes, Adipose_Visceral_Omentum, Esophagus_Mucosa, Lung, Skin_Sun_Exposed_Lower_leg	cis	False
HAVCR1	rs2036402	triglyceride_measurement	Colon_Transverse, Cells_Transformed_fibroblasts	cis	True
SLC25A14P1	rs1494961	upper_aerodigestive_tract_neoplasm	Brain_Cerebellum, Brain_Anterior_cingulate_cortex_BA24	cis	False
SOAT2	rs2272306	leptin_measurement	Thyroid, Testis	cis	False
MTBP	rs10955971	gastritis	Brain_Cerebellum	cis	False
RBP7	rs1476029	response_to_carboplatin__response_to_paclitaxel__response_to_antineoplastic_agent	Artery_Aorta	trans	False
DMGDH	rs10944, rs248381, rs567754	selenium_measurement	Thyroid, Esophagus_Muscularis, Adipose_Subcutaneous, Colon_Sigmoid, Muscle_Skeletal, Cells_Transformed_fibroblasts, Brain_Frontal_Cortex_BA9, Skin_Not_Sun_Exposed_Suprapubic, Adipose_Visceral_Omentum	cis	False
KIAA0141	rs6863411, rs449454	Crohn's_disease, inflammatory_bowel_disease, ulcerative_colitis	Ovary	cis	False
IGFN1	rs45576635, rs2281845	neurofibrilliary_tangles_measurement, tooth_eruption	Skin_Sun_Exposed_Lower_leg, Pancreas	cis	False
MAFF	rs2284063, rs738322, rs5756931	melanoma, nevus, triglyceride_measurement	Cells_Transformed_fibroblasts, Nerve_Tibial	cis	False
KDM4C	rs1015164, rs10982256, rs4237150, rs10758593	AIDS, bipolar_disorder, fasting_blood_glucose_measurement, type_I_diabetes_mellitus	Heart_Left_Ventricle, Skin_Sun_Exposed_Lower_leg, Brain_Frontal_Cortex_BA9	trans	False
RP11-830F9.5	rs533581	autism_spectrum_disorder_symptom	Pancreas	cis	False
KDM4B	rs10769780, rs34232444	phospholipid_measurement, schizophrenia	Brain_Nucleus_accumbens_basal_ganglia, Testis	both	False
RBPJ	rs1487630	Crohn's_disease	Brain_Putamen_basal_ganglia	trans	False
C5orf56	rs270602, rs270601, rs2549003, rs419291, rs274567, rs272869, rs2522056	acylcarnitine_measurement__blood_metabolite_measurement, asthma, blood_metabolite_measurement, fibrinogen_measurement	Brain_Cerebellum, Brain_Cortex, Whole_Blood, Muscle_Skeletal	cis	True
RBP1	rs1044826	HOMA-IR, fasting_blood_insulin_measurement	Heart_Atrial_Appendage	cis	False
RP11-1102P16.1	rs4561508	albumin_globulin_ratio_measurement	Vagina	trans	False
RBP5	rs7294478	neuritic_plaque_measurement	Nerve_Tibial, Whole_Blood, Cells_Transformed_fibroblasts	cis	False
CEBPZ	rs2041840, rs3770752, rs2373000	chronic_lymphocytic_leukemia, schizophrenia	Thyroid, Testis, Breast_Mammary_Tissue, Esophagus_Muscularis, Nerve_Tibial, Pancreas, Adipose_Subcutaneous, Cells_Transformed_fibroblasts, Cells_EBV-transformed_lymphocytes, Artery_Aorta, Skin_Sun_Exposed_Lower_leg, Artery_Tibial, Muscle_Skeletal, Esophagus_Mucosa, Lung	cis	False
KRAS	rs3771514	body_height	Whole_Blood	trans	False
MAF1	rs12550729, rs6558295	blood_metabolite_measurement, metabolite_measurement	Testis, Skin_Not_Sun_Exposed_Suprapubic, Whole_Blood, Esophagus_Mucosa, Skin_Sun_Exposed_Lower_leg	cis	False
ARPC1A	rs740160, rs2395022	hormone_measurement, inflammatory_bowel_disease	Thyroid	cis	False
ACSL6	rs270601, rs6890695, rs758324, rs476428, rs142958719, rs10058074, rs3091338, rs11743851, rs7727544, rs11950562, rs657075	acylcarnitine_measurement__blood_metabolite_measurement, Alzheimers_disease, body_height, Crohn's_disease, blood_metabolite_measurement, inflammatory_bowel_disease, rheumatoid_arthritis	Thyroid, Whole_Blood, Colon_Transverse, Esophagus_Muscularis, Colon_Sigmoid	cis	False
ARPC1B	rs12533251	blood_metabolite_measurement	Thyroid	cis	False
EEF1D	rs299175	multiple_sclerosis	Small_Intestine_Terminal_Ileum	trans	False
EGFL8	rs641153	age-related_macular_degeneration	Cells_Transformed_fibroblasts	cis	False
IL20RA	rs6937795	type_II_diabetes_mellitus	Skin_Sun_Exposed_Lower_leg	cis	False
IL20RB	rs9880211, rs9867325	body_height, body_mass_index	Skin_Not_Sun_Exposed_Suprapubic, Cells_Transformed_fibroblasts, Skin_Sun_Exposed_Lower_leg	cis	False
RPL8	rs2721173	self_reported_educational_attainment	Whole_Blood, Breast_Mammary_Tissue, Esophagus_Muscularis, Muscle_Skeletal, Colon_Sigmoid, Lung	cis	False
OLFML1	rs199515	Parkinson's_disease	Lung	trans	False
TRIM31	rs2844775, rs2523989	aggressive_behavior, autoimmune_thyroid_disease__type_I_diabetes_mellitus	Testis, Lung	cis	True
